680  [main] INFO  com.api.ServiceApiApplication - Starting ServiceApiApplication on IFEBIUG8DTWU7X6 with PID 6748 (D:\api\target\classes started by Administrator in D:\api)
680  [main] INFO  com.api.ServiceApiApplication - Starting ServiceApiApplication on IFEBIUG8DTWU7X6 with PID 6748 (D:\api\target\classes started by Administrator in D:\api)
683  [main] INFO  com.api.ServiceApiApplication - The following profiles are active: dev
683  [main] INFO  com.api.ServiceApiApplication - The following profiles are active: dev
969  [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@293a5bf6: startup date [Mon Jul 17 14:21:40 CST 2017]; root of context hierarchy
1014 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
5836 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysUser/update],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.SysUserController.updateSysUser(com.api.model.teaching.system.SysUser) throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/register]}" onto public com.api.model.common.Result com.api.controller.user.UserController.register(com.api.model.user.User,org.springframework.validation.BindingResult) throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/importStudentInfo],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.importStudentInfo(javax.servlet.http.HttpServletRequest,org.springframework.web.multipart.MultipartFile) throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/selectAll],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectAll(java.lang.String) throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/isLogin]}" onto public com.api.model.common.Result com.api.controller.user.UserController.login() throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/login]}" onto public com.api.model.common.Result com.api.controller.user.UserController.login(javax.servlet.http.HttpSession,com.api.model.user.User) throws java.lang.Exception
5838 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/select]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectUserName(com.api.model.user.User,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
5839 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/selectUserName]}" onto public com.api.model.common.Result com.api.controller.user.UserController.selectUser(com.api.model.user.User) throws java.lang.Exception
5839 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/update],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.user.UserController.updateUser(com.api.model.user.User) throws java.lang.Exception
5839 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/studentList],methods=[GET]}" onto public com.api.model.common.Result com.api.controller.user.UserController.studentList(javax.servlet.http.HttpServletRequest,com.api.model.user.User,java.lang.Integer,java.lang.Integer) throws java.lang.Exception
5839 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/video/uploadvideo],methods=[POST]}" onto public com.api.model.common.Result com.api.controller.VideoUploadController.gok4(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.web.multipart.MultipartFile,java.lang.String,java.lang.String)
5840 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
5840 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
5871 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
5871 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
5884 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in exceptionHandle
5885 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected ResponseBodyAdvice implementation in org.springframework.boot.actuate.autoconfigure.EndpointWebMvcHypermediaManagementContextConfiguration$ActuatorEndpointLinksAdvice
5901 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
6309 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6310 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
6311 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6311 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
6311 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6312 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
6312 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6312 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6313 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
6313 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6314 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/actuator || /actuator.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.hateoas.ResourceSupport org.springframework.boot.actuate.endpoint.mvc.HalJsonMvcEndpoint.links()
6315 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
6315 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
6315 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6315 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6316 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6316 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
6316 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
6495 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
6501 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Registering beans for JMX exposure on startup
6504 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
6505 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'auditEventsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=auditEventsEndpoint]
6515 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
6522 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
6526 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
6528 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
6530 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
6533 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'loggersEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=loggersEndpoint]
6536 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
6538 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
6540 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
6541 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
6543 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
6555 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
6561 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
6572 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
6583 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
6587 [main] INFO  com.api.ServiceApiApplication - Started ServiceApiApplication in 6.445 seconds (JVM running for 6.783)
6587 [main] INFO  com.api.ServiceApiApplication - Started ServiceApiApplication in 6.445 seconds (JVM running for 6.783)
6587 [main] INFO  com.api.ServiceApiApplication - SpringBoot Start Success
6587 [main] INFO  com.api.ServiceApiApplication - SpringBoot Start Success
18500 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[.[.[/service-api] - Initializing Spring FrameworkServlet 'dispatcherServlet'
18501 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
18518 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 17 ms
18699 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - Start running
18699 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - Start running
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/user/login
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/user/login
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - method=POST
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - method=POST
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
18700 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
18702 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.user.UserController.login
18702 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.user.UserController.login
18702 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - args=org.apache.catalina.session.StandardSessionFacade@3ca77b20
18702 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - args=org.apache.catalina.session.StandardSessionFacade@3ca77b20
18760 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - End run
18760 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - End run
18760 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=com.api.model.user.User@7f8c786b, total=0, pages=0, pageNum=0, pageSize=0}
18760 [http-nio-8080-exec-1] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=com.api.model.user.User@7f8c786b, total=0, pages=0, pageNum=0, pageSize=0}
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - Start running
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - Start running
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/user/select
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/user/select
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - method=GET
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - method=GET
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.user.UserController.selectUserName
19014 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.user.UserController.selectUserName
19015 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - args=com.api.model.user.User@7104fb81
19015 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - args=com.api.model.user.User@7104fb81
19099 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - End run
19099 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - End run
19099 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=4, pages=1, reasonable=false, pageSizeZero=false}, total=4, pages=1, pageNum=1, pageSize=10}
19099 [http-nio-8080-exec-2] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=4, pages=1, reasonable=false, pageSizeZero=false}, total=4, pages=1, pageNum=1, pageSize=10}
26285 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - Start running
26285 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - Start running
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/subject/subjectList
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/subject/subjectList
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - method=GET
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - method=GET
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
26286 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
26287 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.system.SubjectController.subjectList
26287 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.system.SubjectController.subjectList
26287 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - args={}
26287 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - args={}
26297 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - Start running
26297 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - Start running
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/courseList
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/courseList
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - method=GET
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - method=GET
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.courseList
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.courseList
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - args=null
26298 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - args=null
26306 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - End run
26306 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - End run
26307 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=[com.api.model.system.subject.Subject@15f3274f, com.api.model.system.subject.Subject@1710482b, com.api.model.system.subject.Subject@72a4ba2, com.api.model.system.subject.Subject@62b16f4d, com.api.model.system.subject.Subject@6ef4f50b, com.api.model.system.subject.Subject@7bb0a9ee, com.api.model.system.subject.Subject@2e129a61, com.api.model.system.subject.Subject@473053e9, com.api.model.system.subject.Subject@e25baa9, com.api.model.system.subject.Subject@70a48d5a, com.api.model.system.subject.Subject@4adfc0bd, com.api.model.system.subject.Subject@f357d14, com.api.model.system.subject.Subject@2c667ea9, com.api.model.system.subject.Subject@787cf822, com.api.model.system.subject.Subject@4c1205b8, com.api.model.system.subject.Subject@686b1cf3, com.api.model.system.subject.Subject@7767b461, com.api.model.system.subject.Subject@6845ff47, com.api.model.system.subject.Subject@34260832, com.api.model.system.subject.Subject@49a06c1, com.api.model.system.subject.Subject@4e947e8f, com.api.model.system.subject.Subject@96c1fdd, com.api.model.system.subject.Subject@d0ff15a], total=0, pages=0, pageNum=0, pageSize=0}
26307 [http-nio-8080-exec-3] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=[com.api.model.system.subject.Subject@15f3274f, com.api.model.system.subject.Subject@1710482b, com.api.model.system.subject.Subject@72a4ba2, com.api.model.system.subject.Subject@62b16f4d, com.api.model.system.subject.Subject@6ef4f50b, com.api.model.system.subject.Subject@7bb0a9ee, com.api.model.system.subject.Subject@2e129a61, com.api.model.system.subject.Subject@473053e9, com.api.model.system.subject.Subject@e25baa9, com.api.model.system.subject.Subject@70a48d5a, com.api.model.system.subject.Subject@4adfc0bd, com.api.model.system.subject.Subject@f357d14, com.api.model.system.subject.Subject@2c667ea9, com.api.model.system.subject.Subject@787cf822, com.api.model.system.subject.Subject@4c1205b8, com.api.model.system.subject.Subject@686b1cf3, com.api.model.system.subject.Subject@7767b461, com.api.model.system.subject.Subject@6845ff47, com.api.model.system.subject.Subject@34260832, com.api.model.system.subject.Subject@49a06c1, com.api.model.system.subject.Subject@4e947e8f, com.api.model.system.subject.Subject@96c1fdd, com.api.model.system.subject.Subject@d0ff15a], total=0, pages=0, pageNum=0, pageSize=0}
26312 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - End run
26312 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - End run
26313 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=1, pages=1, reasonable=false, pageSizeZero=false}, total=1, pages=1, pageNum=1, pageSize=10}
26313 [http-nio-8080-exec-4] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=1, pages=1, reasonable=false, pageSizeZero=false}, total=1, pages=1, pageNum=1, pageSize=10}
27578 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - Start running
27578 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - Start running
27578 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/findCourseKpoint/12
27578 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/findCourseKpoint/12
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - method=GET
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - method=GET
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.findClass
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.findClass
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - args=12
27579 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - args=12
27589 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - End run
27589 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - End run
27589 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=[], total=0, pages=0, pageNum=0, pageSize=0}
27589 [http-nio-8080-exec-5] INFO  com.api.aspect.HttpAspect - response=Result{code=10000, msg='请求成功', data=[], total=0, pages=0, pageNum=0, pageSize=0}
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - Start running
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - Start running
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/addCourseKpoint
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/addCourseKpoint
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - method=POST
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - method=POST
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
28860 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
28861 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.addCourseKpoint
28861 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.teacher.CourseController.addCourseKpoint
28861 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - args=com.api.model.teaching.kpoint.CourseKpoint@26ad84b0
28861 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - args=com.api.model.teaching.kpoint.CourseKpoint@26ad84b0
28865 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - End run
28865 [http-nio-8080-exec-6] INFO  com.api.aspect.HttpAspect - End run
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - Start running
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - Start running
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/subject/subjectList
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/subject/subjectList
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - method=GET
61516 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - method=GET
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - ip=192.168.21.21
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.system.SubjectController.subjectList
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - class_method=com.api.controller.system.SubjectController.subjectList
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - args={}
61517 [http-nio-8080-exec-7] INFO  com.api.aspect.HttpAspect - args={}
61518 [http-nio-8080-exec-8] INFO  com.api.aspect.HttpAspect - Start running
61518 [http-nio-8080-exec-8] INFO  com.api.aspect.HttpAspect - Start running
61518 [http-nio-8080-exec-8] INFO  com.api.aspect.HttpAspect - url=http://192.168.21.182:8080/service-api/course/courseList
